text,label
"15. If every row of A adds to zero, prove that detA = 0. If every row adds to 1, provethat det(A−I) = 0. Show by example that this does not imply detA = 1.16. Find these 4 by 4 determinants by Gaussian elimination:11 12 13 1421 22 23 2431 32 33 3441 42 43 4417. Find the determinants ofFor which values of λ is A−λI a singular matrix?18. Evaluate detA by reducing the matrix to triangular form (rules 5 and 7).What are the determinants of B, C, AB, ATA, and CT?19. Suppose that CD = −DC, and ﬁnd the ﬂaw in the following argument: Taking de-terminants gives (detC)(detD) = −(detD)(detC), so either detC = 0 or detD = 0.Thus CD = −DC is only possible if C or D is singular.20. Do these matrices have determinant 0, 1, 2, or 3?21. The inverse of a 2 by 2 matrix seems to have determinant = 1:ad −bc = 1.What is wrong with this calculation? What is the correct detA−1?Problems 22–28 use the rules to compute speciﬁc determinants.22. Reduce A to U and ﬁnd detA = product of the pivots:",determinants
"2.5 Graphs and NetworksI am not entirely happy with the 3 by 4 matrix in the previous section. From a theoreticalpoint of view it was very satisfactory; the four subspaces were computable and theirdimensions r, n − r, r, m − r were nonzero. But the example was not produced by agenuine application. It did not show how fundamental those subspaces really are.This section introduces a class of rectangular matrices with two advantages. Theyare simple, and they are important. They are incidence matrices of graphs, and everyentry is 1, −1, or 0. What is remarkable is that the same is true of L and U and basisvectors for all four subspaces. Those subspaces play a central role in network theory.We emphasize that the word “graph” does not refer to the graph of a function (like aparabola for y = x2). There is a second meaning, completely different, which is closer tocomputer science than to calculus—and it is easy to explain. This section is optional, butit gives a chance to see rectangular matrices in action—and how the square symmetricmatrix ATA turns up in the end.A graph consists of a set of vertices or nodes, and a set of edges that connect them.The graph in Figure 2.6 has 4 nodes and 5 edges. It does not have an edge betweennodes 1 and 4 (and edges from a node to itself are forbidden). This graph is directed,because of the arrow in each edge.The edgenode incidence matrix is 5 by 4, with a row for every edge. If the edge goesfrom node j to node k, then that row has −1 in column j and +1 in column k. Theincidence matrix A is shown next to the graph (and you could recover the graph if youonly had A). Row 1 shows the edge from node 1 to node 2. Row 5 comes from the ﬁfthedge, from node 3 to node 4.Figure 2.6: A directed graph (5 edges, 4 nodes, 2 loops) and its incidence matrix A.Notice the columns of A. Column 3 gives information about node 3—it tells whichedges enter and leave. Edges 2 and 3 go in, edge 5 goes out (with the minus sign). A issometimes called the connectivity matrix, or the topology matrix. When the graph has medges and n nodes, A is m by n (and normally m > n). Its transpose is the “node-edge”Each of the four fundamental subspaces has a meaning in terms of the graph. We cando linear algebra, or write about voltages and currents. We do both!",vector spaces
"1.5 Triangular Factors and Row Exchanges31. Tridiagonal matrices have zero entries except on the main diagonal and the twoadjacent diagonals. Factor these into A = LU and A = LDV:32. Solve the triangular system Lc = b to ﬁnd c. Then solve Ux = c to ﬁnd x:For safety ﬁnd A = LU and solve Ax = b as usual. Circle c when you see it.33. Solve Lc = b to ﬁnd c. Then solve Ux = c to ﬁnd x. What was A?34. If A and B have nonzeros in the positions marked by x, which zeros are still zero intheir factors L and U?0 x x x0 0 x x35. (Important) If A has pivots 2, 7, 6 with no row exchanges, what are the pivots for theupper left 2 by 2 submatrix B (without row 3 and column 3)? Explain why.36. Starting from a 3 by 3 matrix A with pivots 2, 7, 6, add a fourth row and column toproduce M. What are the ﬁrst three pivots for M, and why? What fourth row andcolumn are sure to produce 9 as the fourth pivot?37. Use chol(pascal(5)) to ﬁnd the triangular factors of MATLAB’s pascal(5). Rowexchanges in [L, U] = lu(pascal(5)) spoil Pascal’s pattern!38. (Review) For which numbers c is A = LU impossible—with three pivots?39. Estimate the time difference for each new right-hand side b when n = 800. Create A= rand(800) and b = rand(800,1) and B = rand(800,9). Compare the times fromtic; A\b; toc and tic; A\B; toc (which solves for 9 right sides).Problems 40–48 are about permutation matrices.",gauss elim
"3.3 Projections and Least Squares20. If P is the projection onto the column space of A, what is the projection onto the left21. Suppose L1 is the line through the origin in the direction of a1 and L2 is the linethrough b in the direction of a2. To ﬁnd the closest points x1a1 and b + x2a2 on thetwo lines, write the two equations for the x1 and x2 that minimize ∥x1a1 −x2a2 −b∥.Solve for x if a1 = (1,1,0), a2 = (0,1,0), b = (2,1,4).22. Find the best line C +Dt to ﬁt b = 4,2,−1,0,0 at times t = −2,−1,0,1,2.23. Show that the best least-squares ﬁt to a set of measurements y1,...,ym by a horizontalline (a constant function y = C) is their averageC = y1 +···+ym24. Find the best straight-line ﬁt to the following measurements, and sketch your solu-25. Suppose that instead of a straight line, we ﬁt the data in Problem 24 by a parabola:y = C +Dt +Et2. In the inconsistent system Ax = b that comes from the four mea-surements, what are the coefﬁcient matrix A, the unknown vector x, and the datavector b? You need not compute �x.26. A Middle-Aged man was stretched on a rack to lengths L = 5, 6, and 7 feet underapplied forces of F = 1, 2, and 4 tons. Assuming Hooke’s law L = a+bF, ﬁnd hisnormal length a by least squares.Problems 27–31 introduce basic ideas of statistics—the foundation for least27. (Recommended) This problem projects b = (b1,...,bm) onto the line through a =(1,...,1). We solve m equations ax = b in 1 unknown (by least squares).(a) Solve aTa�x = aTb to show that is the mean (the average) of the b’s,(b) Find e = b−a�x, the variance ∥e∥2, and the standard deviation ∥e∥.(c) The horizontal line �b = 3 is closest to b = (1,2,6), Check that p = (3,3,3) isperpendicular to e and ﬁnd the projection matrix P.28. First assumption behind least squares: Each measurement error has mean zero. Mul-tiply the 8 error vectors b − Ax = (±1,±1,±1) by (ATA)−1AT to show that the 8vectors �x−x also average to zero. The estimate �x is unbiased.",orthogonality
"One aim of this book is to explain the useful parts of matrix theory. In comparisonwith older texts in abstract linear algebra, the underlying theory has not been radicallychanged. One of the best things about the subject is that the theory is really essentialfor the applications. What is different is the change in emphasis which comes with anew point of view. Elimination becomes more than just a way to ﬁnd a basis for therow space, and the Gram-Schmidt process is not just a proof that every subspace has anorthonormal basis. Instead, we really need these algorithms. And we need a convenientdescription, A = LU or A = QR, of what they do.This chapter will take a few more steps in the same direction. I suppose these steps aregoverned by computational necessity, rather than by elegance, and I don’t know whetherto apologize for that; it makes them sound very superﬁcial, and that is wrong. They dealwith the oldest and most fundamental problems of the subject, Ax = b and Ax = λx, butthey are continually changing and improving. In numerical analysis there is a survivalof the ﬁttest, and we want to describe some ideas that have survived so far. They fall1. Techniques for Solving Ax = b.Elimination is a perfect algorithm, exceptwhen the particular problem has special properties—as almost every problem has. Sec-tion 7.4 will concentrate on the property of sparseness, when most of the entries in Aare zero. We develop iterative rather than direct methods for solving Ax = b. An iter-ative method is “self-correcting,” and never reaches the exact answer. The object is toget close more quickly than elimination. In some problems, that can be done; in manyothers, elimination is safer and faster if it takes advantage of the zeros. The competitionis far from over, and we will identify the spectral radius that controls the speed of con-vergence to x = A−1b.2. Techniques for Solving Ax = λx.The eigenvalue problem is one of the out-",computations
"Chapter 2 Vector Spaces(b) The ﬁrst 3 rows of U are a basis for the row space of A—true or false?Columns 1, 3, 6 of U are a basis for the column space of A—true or false?The four rows of A are a basis for the row space of A—true or false?(c) Find as many linearly independent vectors b as possible for which Ax = b has a(d) In elimination on A, what multiple of the third row is subtracted to knock out1.12 If A is an n by n − 1 matrix, and its rank is n − 2, what is the dimension of its1.13 Use elimination to ﬁnd the triangular factors in A = LU, ifa a a aa b b ba b c dUnder what conditions on the numbers a, b, c, d are the columns linearly indepen-1.14 Do the vectors (1,1,3), (2,3,6), and (1,4,3) form a basis for R3?1.15 What do you know about C(A) when the number of solutions to Ax = b is(a) 0 or 1, depending on b.(b) ∞, independent of b.(c) 0 or ∞, depending on b.(d) 1, regardless of b.1.16 In the previous exercise, how is r related to m and n in each example?1.17 If x is a vector in Rn, and xTy = 0 for every y, prove that x = 0.1.18 If A is an n by n matrix such that A2 = A and rankA = n, prove that A = I.1.19 What subspace of 3 by 3 matrices is spanned by the elementary matrices Eij, with1s on the diagonal and at most one nonzero entry below?1.20 How many 5 by 5 permutation matrices are there? Are they linearly independent?Do they span the space of all 5 by 5 matrices? No need to write them all down.1.21 What is the rank of the n by n matrix with every entry equal to 1? How about the“checkerboard matrix,” with aij = 0 when i+ j is even, aij = 1 when i+ j is odd?",vector spaces
"3.4 Orthogonal Bases and Gram-Schmidtis actually too big when there is no control on the size of components v j. A much betteridea is to keep the familiar deﬁnition of length, using a sum of squares, and to includeonly those vectors that have a ﬁnite length:The inﬁnite series must converge to a ﬁnite sum. This leaves (1, 13,...) but not (1,1,1,...).Vectors with ﬁnite length can be added (∥v+w∥ ≤ ∥v∥+∥w∥) and multiplied by scalars,so they form a vector space. It is the celebrated Hilbert space.Hilbert space is the natural way to let the number of dimensions become inﬁnite,and at the same time to keep the geometry of ordinary Euclidean space. Ellipses becomeinﬁnite-dimensional ellipsoids, and perpendicular lines are recognized exactly as before.The vectors v and w are orthogonal when their inner product is zero:vTw = v1w1 +v2w2 +v3w3 +··· = 0.This sum is guaranteed to converge, and for any two vectors it still obeys the Schwarzinequality |vTw| ≤ ∥v∥∥w∥. The cosine, even in Hilbert space, is never larger than 1.There is another remarkable thing about this space: It is found under a great manydifferent disguises. Its “vectors” can turn into functions, which is the second point.2. Lengths and Inner Products. Suppose f(x) = sinx on the interval 0 ≤ x ≤ 2π. Thisf is like a vector with a whole continuum of components, the values of sinx along thewhole interval. To ﬁnd the length of such a vector, the usual rule of adding the squaresof the components becomes impossible. This summation is replaced, in a natural andinevitable way, by integration:Length ∥ f∥ of functionOur Hilbert space has become a function space. The vectors are functions, we have away to measure their length, and the space contains all those functions that have a ﬁnitelength—just as in equation (16). It does not contain the function F(x) = 1/x, becausethe integral of 1/x2 is inﬁnite.The same idea of replacing summation by integration produces the inner product oftwo functions: If f(x) = sinx and g(x) = cosx, then their inner product isThis is exactly like the vector inner product f Tg. It is still related to the length by(f, f) = ∥ f∥2. The Schwarz inequality is still satisﬁed: |(f,g)| ≤ ∥ f∥∥g∥. Of course,two functions like sinx and cosx—whose inner product is zero—will be called orthogo-nal. They are even orthonormal after division by their length √π.",orthogonality
"The overall projection matrix isProjection onto a plane = sum of projections onto orthonormal q1 and q2.Example 4. When the measurement times average to zero, ﬁtting a straight line leads toorthogonal columns. Take t1 = −3, t2 = 0, and t3 = 3. Then the attempt to ﬁt y = C+Dtleads to three equations in two unknowns:The columns (1,1,1) and (−3,0,3) are orthogonal. We can project y separately ontoeach column, and the best coefﬁcients �C and �D can be found separately:Notice that �C = (y1 + y2 + y3)/3 is the mean of the data.�C gives the best ﬁt by ahorizontal line, whereas �Dt is the best ﬁt by a straight line through the origin. Thecolumns are orthogonal, so the sum of these two separate pieces is the best ﬁt by anystraight line whatsoever. The columns are not unit vectors, so �C and �D have the lengthsquared in the denominator.Orthogonal columns are so much better that it is worth changing to that case. if theaverage of the observation times is not zero—it is ¯t = (t1 + ··· +tm)/m—then the timeorigin can be shifted by ¯t. Instead of y = C+Dt we work with y = c+d(t − ¯t). The bestline is the same! As in the example, we ﬁnd(t1 − ¯t) ···(t1 − ¯t)2 +···+(tm − ¯t)2= ∑(ti − ¯t)yi∑(ti − ¯t)2 .The best �c is the mean, and we also get a convenient formula for �d. The earlier ATAhad the off-diagonal entries ∑ti, and shifting the time by ¯t made these entries zero. Thisshift is an example of the Gram-Schmidt process, which orthogonalizes the situation inOrthogonal matrices are crucial to numerical linear algebra, because they introduceno instability. While lengths stay the same, roundoff is under control. Orthogonalizingvectors has become an essential technique. Probably it comes second only to elimina-tion. And it leads to a factorization A = QR that is nearly as famous as A = LU.",orthogonality
"Chapter 2 Vector Spaces52. Reduce these matrices A and B to their ordinary echelon forms U:1 2 2 4 61 2 3 6 90 0 1 2 3Find a special solution for each free variable and describe every solution to Ax = 0and Bx = 0. Reduce the echelon forms U to R, and draw a box around the identitymatrix in the pivot rows and pivot columns.53. True or False? (Give reason if true, or counterexample to show it is false.)(a) A square matrix has no free variables.(b) An invertible matrix has no free variables.(c) An m by n matrix has no more than n pivot variables.(d) An m by n matrix has no more than m pivot variables.54. Is there a 3 by 3 matrix with no zero entries for which U = R = I?55. Put as many 1s as possible in a 4 by 7 echelon matrix U and in a reduced form Rwhose pivot columns are 2, 4, 5.56. Suppose column 4 of a 3 by 5 matrix is all 0s. Then x4 is certainly aThe special solution for this variable is the vector x =57. Suppose the ﬁrst and last columns of a 3 by 5 matrix are the same (nonzero). Thenis a free variable. Find the special solution for this variable.58. The equation x − 3y − z = 0 determines a plane in R3. What is the matrix A in thisequation? Which are the free variables? The special solutions are (3,1,0) andThe parallel plane x−3y−z = 12 contains the particular point (12,0,0). All pointson this plane have the following form (ﬁll in the ﬁrst components):59. Suppose column 1 + column 3 + column 5 = 0 in a 4 by 5 matrix with four pivots.Which column is sure to have no pivot (and which variable is free)? What is thespecial solution? What is the nullspace?Problems 60–66 ask for matrices (if possible) with speciﬁc properties.60. Construct a matrix whose nullspace consists of all combinations of (2,2,1,0) and61. Construct a matrix whose nullspace consists of all multiples of (4,3,2,1).",vector spaces
"Chapter 2 Vector SpacesThis law applies equally to AT, which has m columns. AT is just as good a matrix as A.But the dimension of its column space is also r, soThe left nullspace N(AT) has dimension m−r.The m−r solutions to yTA = 0 are hiding somewhere in elimination. The rows of Acombine to produce the m−r zero rows of U. Start from PA = LU, or L−1PA = U. Thelast m−r rows of the invertible matrix L−1P must be a basis of y’s in the left nullspace—because they multiply A to give the zero rows in U.In our 3 by 4 example, the zero row was row 3 − 2(row 2) + 5(row 1). Thereforethe components of y are 5, −2, 1. This is the same combination as in b3 −2b2 +5b1 onthe right-hand side, leading to 0 = 0 as the ﬁnal equation. That vector y is a basis forthe left nullspace, which has dimension m − r = 3 − 2 = 1. It is the last row of L−1P,and produces the zero row in U—and we can often see it without computing L−1. Whendesperate, it is always possible just to solve ATy = 0.I realize that so far in this book we have given no reason to care about N(AT). It iscorrect but not convincing if I write in italics that the left nullspace is also important. Thenext section does better by ﬁnding a physical meaning for y from Kirchhoff’s CurrentNow we know the dimensions of the four spaces. We can summarize them in a table,and it even seems fair to advertise them as theFundamental Theorem of Linear Algebra, Part I1. C(A) = column space of A; dimension r.2. N(A) = nullspace of A; dimension n−r.3. C(AT) = row space of A; dimension r.4. N(AT) = left nullspace of A; dimension m−r.Example 1. A =has m = n = 2, and rank r = 1.1. The column space contains all multiples of. The second column is in the samedirection and contributes nothing new.2. The nullspace contains all multiples of. This vector satisﬁes Ax = 0.3. The row space contains all multiples of. I write it as a column vector, sincestrictly speaking it is in the column space of AT.4. The left nullspace contains all multiples of y =. The rows of A with coefﬁ-cients −3 and 1 add to zero, so ATy = 0.",vector spaces
"6.3 Singular Value Decompositionthat A must have independent columns.) In the reverse order A = S′Q, the matrix S′ isthe symmetric positive deﬁnite square root of AAT.4. Least Squares For a rectangular system Ax = b. the least-squares solution comesfrom the normal equations ATA�x = ATb. If A has dependent columns then ATA is notinvertible and �x is not determined. Any vector in the nullspace could be added to �x. Wecan now complete Chapter 3, by choosing a “best” (shortest) �x for every Ax = b.Ax = b has two possible difﬁculties: Dependent rows or dependent columns. Withdependent rows, Ax = b may have no solution. That happens when b is outside thecolumn space of A. Instead of Ax = b. we solve ATA�x = ATb. But if A has dependentcolumns, this �x will not be unique. We have to choose a particular solution of ATA�x =ATb, and we choose the shortest.The optimal solution of Ax = b is the minimum length solution of ATA�x = ATb.That minimum length solution will be called x+. It is our preferred choice as the bestsolution to Ax = b (which had no solution), and also to ATA�x = ATb (which had toomany). We start with a diagonal example.Example 5. A is diagonal, with dependent rows and dependent columns:The columns all end with zero. In the column space, the closest vector to b = (b1,b2,b3)is p = (b1,b2,0). The best we can do with Ax = b is to solve the ﬁrst two equations,since the third equation is 0 = b3. That error cannot be reduced, but the errors in the ﬁrsttwo equations will be zero. ThenNow we face the second difﬁculty. To make �x as short as possible, we choose thetotally arbitrary �x3 and �x4 to be zero. The minimum length solution is x+:x+ = A+b is shortestThis equation ﬁnds x+, and it also displays the matrix that produces x+ from b. Thatmatrix is the pseudoinverse A+ of our diagonal A. Based on this example, we know Σ+",pos_def_matrices
"7.3 Computation of Eigenvaluessteps of the shifted algorithm, the matrix Ak looks like this:We accept the computed λ ′1 as a very close approximation to the true λ1. To ﬁnd thenext eigenvalue, the QR algorithm continues with the smaller matrix (3 by 3, in theillustration) in the upper left-hand corner. Its subdiagonal elements will be somewhatreduced by the ﬁrst QR steps, and another two steps are sufﬁcient to ﬁnd λ2. This givesa systematic procedure for ﬁnding all the eigenvalues. In fact, the QR method is nowcompletely described. It only remains to catch up on the eigenvectors—that is a singleinverse power step—and to use the zeros that Householder created.2. When A0 is tridiagonal or Hessenberg, each QR step is very fast. The Gram-Schmidtprocess (factoring into QR) takes O(n3) operations for a full matrix A. For a Hessenbergmatrix this becomes O(n2), and for a tridiagonal matrix it is O(n). Fortunately, each newAk is again in Hessenberg or tridiagonal form:∗ ∗ ∗ ∗∗ ∗ ∗ ∗0 ∗ ∗ ∗0 0 ∗ ∗∗ ∗ ∗ ∗0 ∗ ∗ ∗0 0 ∗ ∗0 0 0 ∗You can easily check that this multiplication leaves Q0 with the same three zeros as A0.Hessenberg times triangular is Hessenberg. So is triangular times Hessenberg:A1 = R0Q0 =∗ ∗ ∗ ∗0 ∗ ∗ ∗0 0 ∗ ∗0 0 0 ∗∗ ∗ ∗ ∗∗ ∗ ∗ ∗0 ∗ ∗ ∗0 0 ∗ ∗The symmetric case is even better, since A1 = Q−10 A0Q0 = QT0A0Q0 stays symmetric. Bythe reasoning just completed, A1 is also Hessenberg. So A1 must be tridiagonal. Thesame applies to A2,A3,..., and every QR step begins with a tridiagonal matrix.The last point is the factorization itself, producing the Qk and Rk from each Ak (orreally from Ak − αkI). We may use Householder again, but it is simpler to annihilateeach subdiagonal element in turn by a “plane rotation” Pij. The ﬁrst is P21:Rotation to kill a21",computations
"1.4 Matrix Notation and Matrix Multiplication(b) If the third equation has zero as its second coefﬁcient (it contains 0v) then nomultiple of equation 2 will be subtracted from equation 3.(c) If the third equation contains 0u and 0v, then no multiple of equation 1 or equa-tion 2 will be subtracted from equation 3.29. (Very optional) Normally the multiplication of two complex numbersinvolves the four separate multiplications ac, bd, be, ad. Ignoring i, can you computeac−bd and bc+ad with only three multiplications? (You may do additions, such asforming a+b before multiplying, without any penalty.)30. Use elimination to solve+ 2v + 2w = 112u + 3v − 4w =+ 2v + 2w = 102u + 3v − 4w =31. For which three numbers a will elimination fail to give three pivots?32. Find experimentally the average size (absolute value) of the ﬁrst and second and thirdpivots for MATLAB’s lu(rand(3,3)). The average of the ﬁrst pivot from abs(A(1,1))Matrix Notation and Matrix MultiplicationWith our 3 by 3 example, we are able to write out all the equations in full. We can listthe elimination steps, which subtract a multiple of one equation from another and reacha triangular matrix. For a large system, this way of keeping track of elimination wouldbe hopeless; a much more concise record is needed.We now introduce matrix notation to describe the original system, and matrix mul-tiplication to describe the operations that make it simpler. Notice that three differenttypes of quantities appear in our example:−2u + 7v + 2w =",gauss elim
"20. In Hilbert space, ﬁnd the length of the vector v = (1/length of the function f(x) = ex (over the interval 0 ≤ x ≤ 1). What is the innerproduct over this interval of ex and e−x?21. What is the closest function acosx + bsinx to the function f(x) = sin2x on the in-terval from −π to π? What is the closest straight line c+dx?22. By setting the derivative to zero, ﬁnd the value of b1 that minimizesCompare with the Fourier coefﬁcient b1.23. Find the Fourier coefﬁcients a0, a1, b1 of the step function y(x), which equals 1 onthe interval 0 ≤ x ≤ π and 0 on the remaining interval π < x < 2π:24. Find the fourth Legendre polynomial. It is a cubic x3+ax2+bx+c that is orthogonalto 1, x, and x2 − 13 over the interval −1 ≤ x ≤ 1.25. What is the closest straight line to the parabola y = x2 over −1 ≤ x ≤ 1?26. In the Gram-Schmidt formula (10), verify that C is orthogonal to q1 and q2.27. Find an orthonormal basis for the subspace spanned by a1 = (1,−1,0,0), a2 =(0,1,−1,0), a3 = (0,0,1,−1).28. Apply Gram-Schmidt to (1,−1,0), (0,1,−1), and (1,0,−1), to ﬁnd an orthonormalbasis on the plane x1 +x2 +x3 = 0. What is the dimension of this subspace, and howmany nonzero vectors come out of Gram-Schmidt?29. (Recommended) Find orthogonal vectors A, B, C by Gram-Schmidt from a, b, c:A, B, C and a, b, c are bases for the vectors perpendicular to d = (1,1,1,1).30. If A = QR then ATA = RTR =on A corresponds to elimination on ATA. CompareFor ATA, the pivots are 2, 33 and the multipliers are −1",orthogonality
"Chapter 6 Positive Deﬁnite MatricesThus Ak is positive deﬁnite. Its eigenvalues (not the same λ1!) must be positive. Itsdeterminant is their product, so all upper left determinants are positive.If condition III holds, so does condition IV: According to Section 4.4, the kth pivotdk is the ratio of detAk to detAk−1. If the determinants are all positive, so are the pivots.If condition IV holds, so does condition I: We are given positive pivots, and mustdeduce that xTAx > 0. This is what we did in the 2 by 2 case, by completing the square.The pivots were the numbers outside the squares. To see how that happens for symmetricmatrices of any size, we go back to elimination on a symmetric matrix: A = LDLT.Example 1. Positive pivots 2, 3I want to split xTAx into xTLDLTx:So xTAx is a sum of squares with the pivots 2, 3xTAx = (LTx)TD(LTx) = 2Those positive pivots in D multiply perfect squares to make xTAx positive. Thus condi-tion IV implies condition I, and the proof is complete.It is beautiful that elimination and completing the square are actually the same. Elim-ination removes x1 from all later equations. Similarly, the ﬁrst square accounts for allterms in xTAx involving x1. The sum of squares has the pivots outside. The multipliersℓij are inside! You can see the numbers −13 inside the squares in the example.Every diagonal entry aii must be positive. As we know from the examples, however,it is far from sufﬁcient to look only at the diagonal entries.The pivots di are not to be confused with the eigenvalues. For a typical positivedeﬁnite matrix, they are two completely different sets of positive numbers, In our 3 by 3example, probably the determinant test is the easiest:detA3 = detA = 4.The pivots are the ratios d1 = 2, d2 = 32, d3 = 43. Ordinarily the eigenvalue test is thelongest computation. For this A we know the λ’s are all positive:",pos_def_matrices
"1.5 Triangular Factors and Row ExchangesE−1 applied to F−1 applied to G−1 applied to I produces A.The order is right for the ℓ’s to fall into position. This always happens! Note thatparentheses in E−1F−1G−1 were not necessary because of the associative law.A = LU: The n by n caseThe factorization A = LU is so important that we must say more. It used to be missingin linear algebra courses when they concentrated on the abstract side. Or maybe it wasthought to be too hard—but you have got it. If the last Example 4 allows any U insteadof the particular U = I, we can see how the rule works in general. The matrix L, appliedto U, brings back A:row 1 of Urow 2 of Urow 3 of U�� = original A.The proof is to apply the steps of elimination. On the right-hand side they take A to U.On the left-hand side they reduce L to I, as in Example 4. (The ﬁrst step subtracts ℓ21times (1,0,0) from the second row, which removes ℓ21.) Both sides of (7) end up equalto the same matrix U, and the steps to get there are all reversible. Therefore (7) is correctand A = LU.A = LU is so crucial, and so beautiful, that Problem 8 at the end of this sectionsuggests a second approach. We are writing down 3 by 3 matrices, but you can see howthe arguments apply to larger matrices. Here we give one more example, and then putA = LU to use.Example 5. (A = LU, with zeros in the empty spaces)That shows how a matrix A with three diagonals has factors L and U with two diagonals.This example comes from an important problem in differential equations (Section 1.7).The second difference in A is a backward difference L times a forward difference U.",gauss elim
"Chapter 2 Vector SpacesRotations Q, Projections P, and Reﬂections HThis section began with 90° rotations, projections onto the x-axis, and reﬂections throughthe 45° line. Their matrices were especially simple:The underlying linear transformations of the x-y plane are also simple. But rotationsthrough other angles, projections onto other lines, and reﬂections in other mirrors arealmost as easy to visualize, They are still linear transformations, provided that the originis ﬁxed: A0 = 0. They must be represented by matrices. Using the natural basis, we want to discover those matrices.1. Rotation Figure 2.10 shows rotation through an angle θ. It also shows the effect onthe two basis vectors. The ﬁrst one goes to (cosθ,sinθ), whose length is still 1; itlies on the “θ-line.” The second basis vector (0,1) rotates into (−sinθ,cosθ). Byrule (6), those numbers go into the columns of the matrix (we use c and s for cosθand sinθ). This family of rotations Qθ is a perfect chance to test the correspondencebetween transformations and matrices:Does the inverse of Qθ equal Q−θ (rotation backward through θ)? Yes.Does the square of Qθ equal Q2θ (rotation through a double angle)? Yes.Does the product of Qθ and Qϕ equal Qθ+ϕ (rotation through θ then ϕ)?cosθ cosϕ −sinθ sinϕsinθ cosϕ +cosθ sinϕThe last case contains the ﬁrst two. The inverse appears when ϕ is −θ, and thesquare appears when ϕ is +θ. All three questions were decided by trigonometricidentities (and they give a new way to remember those identities). It was no accidentthat all the answers were yes. Matrix multiplication is deﬁned exactly so that theproduct of the matrices corresponds to the product of the transformations.Suppose A and B are linear transformations from V to W and from Uto V. Their product AB starts with a vector u in U, goes to Bu in V, and",vector spaces
"In contrast, the other two subspaces are in R3. The column space is the line through(1,2,3). The left nullspace must be the perpendicular plane y1 + 2y2 + 3y3 = 0. Thatequation is exactly the content of yTA = 0.The ﬁrst two subspaces (the two lines) had dimensions 1+1 = 2 in the space R2. Thesecond pair (line and plane) had dimensions 1 + 2 = 3 in the space R3. In general, therow space and nullspace have dimensions that add to r + (n − r) = n. The other pairadds to r +(m−r) = m. Something more than orthogonality is occurring, and I have toask your patience about that one further point: the dimensions.It is certainly true that the null space is perpendicular to the row space—but it is notthe whole truth. N(A) contains every vector orthogonal to the row space. The nullspacewas formed from all solutions to Ax = 0.Deﬁnition. Given a subspace V of Rn, the space of all vectors orthogonal to V is calledthe orthogonal complement of V. It is denoted by V⊥ = “V perp.”Using this terminology, the nullspace is the orthogonal complement of the row space:N(A) = (C(AT))⊥. At the same time, the row space contains all vectors that are orthog-onal to the nullspace. A vector z can’t be orthogonal to the nullspace but outside the rowspace. Adding z as an extra row of A would enlarge the row space, but we know thatthere is a ﬁxed formula r +(n−r) = n:dim(row space)+dim(nullspace) = number of columns.Every vector orthogonal to the nullspace is in the row space: C(AT) = (N(A))⊥.The same reasoning applied to AT produces the dual result: The left nullspace N(AT)and the column space C(A) are orthogonal complements. Their dimensions add up to(m − r) + r = m, This completes the second half of the fundamental theorem of linearalgebra. The ﬁrst half gave the dimensions of the four subspaces. including the fact thatrow rank = column rank. Now we know that those subspaces are perpendicular. Morethan that, the subspaces are orthogonal complements.Fundamental Theorem of Linear Algebra, Part IIThe nullspace is the orthogonal complement of the row space in Rn.The left nullspace is the orthogonal complement of the column space in Rm.To repeat, the row space contains everything orthogonal to the nullspace. The columnspace contains everything orthogonal to the left nullspace. That is just a sentence, hiddenin the middle of the book, but it decides exactly which equations can be solved! Lookedat directly, Ax = b requires b to be in the column space. Looked at indirectly. Ax = brequires b to be perpendicular to the left nullspace.Ax = b is solvable if and only if yTb = 0 whenever yTA = 0.",orthogonality
"6.2 Tests for Positive Deﬁniteness29. The symmetric factorization A = LDLT means that xTAx = xTLDLTx:The left-hand side is ax2 + 2bxy + cy2. The right-hand side is a(x + bThe second pivot completes the square! Test with a = 2, b = 4, c = 10.30. Without multiplying A =the determinant of A.the eigenvalues of A.the eigenvectors of A.a reason why A is symmetric positive deﬁnite.31. For the semideﬁnite matriceswrite xTAx as a sum of two squares and xTBx as one square.32. Apply any three tests to each of the matricesto decide whether they are positive deﬁnite, positive semideﬁnite, or indeﬁnite.33. For C =, conﬁrm that CTAC has eigenvalues of the same signsas A. Construct a chain of nonsingular matrices C(t) linking C to an orthogonalQ. Why is it impossible to construct a nonsingular chain linking C to the identity34. If the pivots of a matrix are all greater than 1, are the eigenvalues all greater than 1?Test on the tridiagonal −1, 2, −1 matrices.35. Use the pivots of A− 12I to decide whether A has an eigenvalue smaller than 136. An algebraic proof of the law of inertia starts with the orthonormal eigenvectorsx1,...,xp of A corresponding to eigenvalues λi > 0. and the orthonormal eigenvectorsy1,...,yq of CTAC corresponding to eigenvalues µi < 0.",pos_def_matrices
