text,label
"The system is 8 by 8, with ﬁve currents and three potentials. Elimination of y’s reduces",vector spaces
hundred nodes and a few thousand edges—which will be given a direction by an arrow,vector spaces
space contains less than all vectors:,vector spaces
E2 = ∥ax−b∥2 = (a1x−b1)2 +···+(amx−bm)2.,orthogonality
1.6 Inverses and Transposes,gauss elim
This point x = A−1b will be a minimum if A is positive. Then the parabola P(x) opens,pos_def_matrices
functions. The combination 3 f(x)−4g(x) is the function h(x) =,vector spaces
"come from experimental data or from roundoff. We may suppose that δb is small, but",computations
"the line through a on which b was projected in the previous section! In fact, since there",orthogonality
"inner product, the transpose, the deﬁnitions of symmetric and orthogonal matrices, all",eigenvec_val
test is det(A−λI) = 0. This polynomial of degree n in λ has exactly n roots. The matrix,determinants
3.2 Cosines and Projections onto Lines,orthogonality
"Frankly, I think that is a mistake. It is certainly true that not all matrices are diagonaliz-",eigenvec_val
time genuinely important. This differential equation describes a process of diffusion.,eigenvec_val
"x1 the leaving variable. The new corner is x∗ = (0,0,0, 1",linear_prog
Example 4. What linear transformation takes x1 and x2 to Ax1 and Ax2?,vector spaces
9. The column picture for the previous exercise (singular system) is,gauss elim
"needed in New England 1500, 3000, and 3700 miles away. If shipments cost one",linear_prog
(ATA)−1AT (which exists if A has independent columns). Show that this is a left-,orthogonality
"stable if a = 0, or stable if a < 0; the factor eat approaches inﬁnity, remains bounded,",eigenvec_val
"The ﬁrst entry is 1 + 1 + 1, or c1 + c3 + c5 when C is included, because edges 1, 3, 5",vector spaces
vectors are—one entry at a time. In fact we may regard vectors as special cases of,gauss elim
"Ax = b will be inconsistent. Probably, there will not exist a choice of x that perfectly",orthogonality
"Suppose we are again in three dimensions, and the three planes in the row picture do not",gauss elim
"built-in choices for A illustrate three possibilities: 0, 1, or 2 real eigenvectors.",eigenvec_val
"that come easily from Rayleigh’s principle, but only with great difﬁculty from the",pos_def_matrices
"If you change the last entry of A from 6 to 7, all the dimensions are different. The",vector spaces
(c) Why is eΛt unitary?,eigenvec_val
1 3 3 2,vector spaces
the matrix A becomes −d2/dx2). We can write down the energy whose minimum is,pos_def_matrices
Skew-symmetric: AT = −A,eigenvec_val
"AC = I. Then B = C, according to this “proof by parentheses”:",gauss elim
directly from equation (7).,computations
cosθ +isinθ = eiθ.,orthogonality
"x = 0 and x = 1 = (n+1)h, the boundary values are u0 = 0 and un+1 = 0.",gauss elim
"In the stable case, the powers Ak approach zero and so does uk = Aku0.",eigenvec_val
. The vector c is in the row space of A when there is a solution to,vector spaces
2(column 1) and C = column 3− 2,orthogonality
The system might or might not be singular.,gauss elim
Remark 4. Suppose b is actually in the column space of A—it is a combination b = Ax,orthogonality
"6. Compute σ = ∥x∥, v = x+σz, and H = I −2vvT/vTv, Verify Hx = −σz:",computations
"AT goes in the opposite direction, from Rm to Rn and from C(A) back to C(AT).",orthogonality
"of B. The entry 8 is (4)(2)+(0)(−1), from the second row and second column.",gauss elim
"This f(x,y) behaves near (0,0) in the same way that F(x,y) behaves near (α,β).",pos_def_matrices
solution unless the vector on the right-hand side is a combination of,gauss elim
"column of U, and the triangular U−1AU = T has the eigenvalues on its diagonal:",eigenvec_val
"i xi = 0, and the normalization xT",pos_def_matrices
(ATW TWA)�xW = ATW TWb.,orthogonality
"x0. Problem: Multiply x1 = x0+y by LU, write the result as a splitting Sx1 = Tx0+b,",computations
"16. Let x be the column vector (1,0,...,0). Show that the rule (AB)x = A(Bx) forces the",gauss elim
"combination (f1, f2, f3, f4) in the row space will have that same property:",vector spaces
transpose of A is denoted by AT. Its columns are taken directly from the rows of A—the,gauss elim
0 1 0 0,determinants
"(a) If the columns of A are linearly independent, then Ax = b has exactly one solution",vector spaces
"and nothing can be done. U is upper triangular, but its pivots are not on the main diago-",vector spaces
"Normally this eigenvector would be unknown, and to approximate it we admit only the",pos_def_matrices
4.2 Properties of the Determinant,determinants
"(2,−1,2), and (2,2,−1)? Where are the other four vertices?",determinants
the plane of columns 2 and 3. Only two columns are independent.,gauss elim
"Find H−1 and write v = (7,5,3,1) as a combination of the columns of H.",vector spaces
"There is a deeper signiﬁcance to AT, Its close connection to inner products gives a new",orthogonality
a/∥a∥ is a unit vector. The real problem begins with q2—which has to be orthogonal,orthogonality
(a) The only solution to Ax =,vector spaces
���� = 1 (known),determinants
leads to three equations in two unknowns:,orthogonality
"allowed, and the goal is to make M−1AM as nearly diagonal as possible.",eigenvec_val
"This is called the Gauss-Seidel method, even though it was apparently unknown to",computations
0 0 0 1 2,vector spaces
33. Write ﬁve terms of the inﬁnite series for eAt. Take the t derivative of each term. Show,eigenvec_val
Networks enter all kinds of applications. Trafﬁc through an intersection satisﬁes,linear_prog
"21. Construct a matrix with the required property, or explain why you can’t.",vector spaces
Substituting n = 1 and n = 2 and n = 100 into the formula 1,gauss elim
"for n = 3 and 4, and verify your guess for n = 5. (Inverses of tridiagonal matrices",determinants
(a) Derive the equation L−1,gauss elim
reaches your eye as quickly as possible. Certainly there are more highbrow examples:,pos_def_matrices
"On the surface, we are only asking if I −A is invertible. But there is a nonnegative twist",eigenvec_val
"can reconstruct f(x). That is the classical case, which Fourier dreamt about, but in actual",orthogonality
Chapter 6 Positive Deﬁnite Matrices,pos_def_matrices
c and d are also zero.,vector spaces
A−1 again by rounding all numbers to three ﬁgures:,computations
form is negative deﬁnite if and only if a < 0 and ac > b2. The same change applies for,pos_def_matrices
"these operations change c = (1,3,0) to a new vector d = (−2,1,0):",vector spaces
A is spanned by the columns. Their combinations produce the whole space:,vector spaces
Compare with the Fourier coefﬁcient b1.,orthogonality
", then CTAC has a negative determinant:",pos_def_matrices
"yTA = 0, and the vector appears on the left-hand side of A.",vector spaces
"The four identities come from the 1, 1 block when inverting these matrices:",gauss elim
M = [I]V to v =,eigenvec_val
us back to A.,gauss elim
"(b) Show that the set of all positive real numbers, with x+y and cx redeﬁned to equal",vector spaces
Ax = b just gives x1 = 0 and x2 = 0.,pos_def_matrices
substitution yields the complete solution in the opposite order—beginning with the last,gauss elim
", we want to discover those matrices.",vector spaces
20. True or false for M = all 3 by 3 matrices (check addition using an example)?,vector spaces
"produces approximate factors L′ and U′, it solves the equation with the wrong matrix",computations
"a2 = (2,2,−1), Multiply those projection matrices and explain why their product",orthogonality
these vectors span the space. Every vector v in V is some combination of the,vector spaces
40. True or false (with a counterexample if false and a reason if true):,gauss elim
the exponential eAt. (Remember that u(t) = eAtu(0).) That matrix of cosines and sines,eigenvec_val
but its eigenvalues and eigenvectors are complex.,eigenvec_val
"Again the problem is to choose �x so as to minimize the error, and again this mini-",orthogonality
"To check any set of vectors v1,...,vn for independence, put them in the columns of A.",vector spaces
which are many and growing.,pos_def_matrices
that such problems cannot have polynomial algorithms.,linear_prog
"By Property 1′ of unitary matrices, the length of a vector x is the same as the length",eigenvec_val
columns of A have no effect on this corner of the problem:,determinants
"Find numbers y1, y2, y3 to multiply the equations so they add to 0 = 1. You have",orthogonality
(a+ib)(a−ib) = a2 +b2 = r2.,eigenvec_val
"L([r k], 1:k-1) = L([k r], 1:k-1);",gauss elim
"elimination require, for n equations in n unknowns? If n is large, a computer is going to",gauss elim
"38. If v1,...,vn is an orthonormal basis for Cn, the matrix with those columns is a",eigenvec_val
and it was x = −A−1b. That solution was found by elimination (not by computing A−1).,vector spaces
"(b) What matrix transforms (2,5) to (1,1) and (1,3) to (0,2)?",vector spaces
"6 in the last equation becomes 7, the three equations combine to give 0 = 0. Now the",gauss elim
AB = SΛ1S−1SΛ2S−1 = SΛ1Λ2S−1,eigenvec_val
it produces the new error ek = (S−1T)ke0. The question of convergence is exactly,computations
"10. Suppose we want to minimize cx = x1 −x2, subject to",linear_prog
"Finally we connect inner products to AT. Up to now, AT is simply the reﬂection of A",orthogonality
Example 4 (Von Neumann’s model of an expanding economy ).,eigenvec_val
That component is the required y.,linear_prog
"Whenever there is a subset of k women who among them like fewer than k men, a",linear_prog
"the parabola, the square root is zero and λ is repeated. Below the parabola the square",eigenvec_val
3. Basis for a subspace (a set of vectors).,vector spaces
for the columns of A−1. They can be solved by elimination or by Gauss-Jordan. Row,gauss elim
"28. In the Cholesky factorization A =CCT, with C = L",pos_def_matrices
The other equation is C−1y + Ax = b. The potentials x are connected to the currents,vector spaces
"(b) Find the area of the triangle with sides v, w, and v+w. Draw it.",determinants
"V = W is the x-y plane, and QθQϕ is the same as QϕQθ. For a rotation and a",vector spaces
class) to making elimination more stable—why it is needed and how it is done.,gauss elim
"For any invertible matrix W, these rules deﬁne a new inner product and length:",orthogonality
"in x = (1,2,1,2,...). The laws for x+y and cx stay unchanged.",vector spaces
1000 → e.301000 = $1349.87.,eigenvec_val
"Remark 1. In the real symmetric case, the eigenvalues and eigenvectors are real at every",eigenvec_val
"denoted by N(A). It is a subspace of Rn, just as the column space was a",vector spaces
"is not a subspace, even though it contains zero and addition does leave us within the",vector spaces
since the zeros from early steps will be destroyed when later zeros are created.,computations
are called linear transformations. The rules can be combined into one requirement:,vector spaces
"The orthogonal eigenvectors are x = (1,−i) and y = (1,i). (Remember to take conjugates",eigenvec_val
R = rref(A). Of course rref(R) would give R again!,vector spaces
"are two unknowns C and D to be determined, we now project onto a two-dimensional",orthogonality
"23. Find A to change y′′ = 5y′ +4y into a vector equation for u(t) = (y(t),y′(t)):",eigenvec_val
(Consider A−1b = x instead of Ax = b.),computations
"no instability. While lengths stay the same, roundoff is under control. Orthogonalizing",orthogonality
13. If A = [3,gauss elim
sin2πx at x = 1,gauss elim
The optimal ω makes the largest eigenvalue of L (its spectral radius) as small as possible.,computations
"Kirchhoff’s current law: ﬂow in equals ﬂow out. For gas and oil, network programming",linear_prog
Example 3. A =,pos_def_matrices
Test for a minimum:,pos_def_matrices
use as a pivot might be zero. This could occur in the middle of a calculation. It will,gauss elim
= λ 2 −(trace)λ +(det) = 0.,eigenvec_val
(2) If A and B are symmetric then AB is symmetric.,gauss elim
"include the zero vector, or even all vectors.",vector spaces
"As θ → 0, we expect those optimal x and y to approach x∗ and y∗ for the original no-",linear_prog
of C. Therefore (AB)C = A(BC).,gauss elim
columns of A; it will be outside the column space.,orthogonality
"more unknowns we keep, the better will be the accuracy and the greater the expense.",gauss elim
The inverse matrix M−1 (which is here the transpose) goes from v to V. Combined with,eigenvec_val
"the usual x-y-z system, or a left-handed system like y-x-z.",determinants
0 are orthogonal subspaces.,orthogonality
The unit coordinate vectors are still in Cn; they are still independent; and they still form,eigenvec_val
"28. If A has λ1 = 4 and λ2 = 5, then det(A−λI) = (λ −4)(λ −5) = λ 2 −9λ +20. Find",eigenvec_val
∥Ax−b∥ = ∥UΣV Tx−b∥ = ∥ΣV Tx−UTb∥.,pos_def_matrices
"b = (1,10,100) and how many with b = (0,0,0)?",gauss elim
"into a perpendicular set, is known as Gram-Schmidt orthogonalization.",orthogonality
on A corresponds to elimination on ATA. Compare,orthogonality
The inverse of A is a matrix B such that BA = I and AB = I. There is at,gauss elim
"13. If a, b, c are given with a ̸= 0, choose d so that",vector spaces
"2. To ﬁnd q2, subtract from",orthogonality
"concentrations decay, and λ1 is the more important because only an exceptional set of",eigenvec_val
"Rotations Q, Projections P, and Reﬂections H",vector spaces
of B. Why can’t A and B be 3 by 3 matrices of rank 2?,orthogonality
"The ﬁrst step is to understand how eigenvalues can be useful, One of their applications",eigenvec_val
Example 1. A =,eigenvec_val
"reduce to zero; but no matter what, at least one variable must be free. This free variable",vector spaces
"Solution x1 = 3 and x2 = 0 are feasible, with cost x1 +4x2 = 3. In the dual, y1 = 1",linear_prog
eigenvalues of A is,computations
est eigenvalue is increased by adding B : λ2(A+B) > λ2(A).,pos_def_matrices
8.2 The Simplex Method,linear_prog
"Problems 24–33 use cofactors Cij = (−1)i+j detMij. Delete row i, column j.",determinants
"and that takes us to complex numbers, complex vectors, and complex matrices.",eigenvec_val
"That is a linear symmetric system, from which e has disappeared. The unknowns are the",vector spaces
"(b) If A1, A2, A3 have determinants 5, 6, 7, ﬁnd the three pivots.",determinants
(b) a symmetric matrix: ai j = a ji for all i and j.,gauss elim
23. Diagonalize A and compute SΛkS−1 to prove this formula for Ak:,eigenvec_val
"higher derivatives appear—and it is linear in the unknowns, It also has constant coefﬁ-",eigenvec_val
"independent eigenvectors—in other words, whether A−λI has rank n− p. To complete",eigenvec_val
"what the theory of optimization does in a continuous problem, where “ﬁrst derivatives",pos_def_matrices
9. Apply to the following matrix A a single QR step with the shift α = a22—which in,computations
1 0 · 0,orthogonality
"unique solution to Ax = b. If d is not zero, an exchange P13 of rows 1 and 3 will move",gauss elim
"point u = 0, v = 0, w = 0. Changing the right side moves the plane parallel to itself, and",gauss elim
"For a genuine diffusion matrix, the eigenvalues λ are all negative and the frequencies",eigenvec_val
The Rayleigh-Ritz idea—to minimize over a ﬁnite-dimensional family of V’s in place,pos_def_matrices
"I will write down A and its factors for our example, and explain them at the right",gauss elim
"vector b− p of length h is the second row b = (a21,a22), minus its projection p onto the",determinants
2. Does the product of 5 reﬂections and 8 rotations of the x-y plane produce a rotation,vector spaces
"whether this is the only way to produce zero. If so, the vectors are independent.",vector spaces
What we did not fully recognize was that even ﬁnite differences become incredibly,pos_def_matrices
0 1 4 5,vector spaces
"In contrast, the other two subspaces are in R3. The column space is the line through",orthogonality
"a = (a1, a2)",orthogonality
Figure 5.2: Stability and instability regions for a 2 by 2 matrix.,eigenvec_val
length of the function f(x) = ex (over the interval 0 ≤ x ≤ 1). What is the inner,orthogonality
12. Find a basis for the orthogonal complement of the row space of A:,orthogonality
6. The question is how to use those six numbers to solve the system.,gauss elim
y4 +y5 = 0,vector spaces
rectangular system with no solution for most b.,orthogonality
is ampliﬁed by matrix multiplication: ∥A∥ = max(∥Ax∥/∥x∥). The norm of the identity,computations
S. But there are two questions that need to be asked:,orthogonality
"could be repeated four times. Therefore A has at least one unit eigenvector x1, which we",eigenvec_val
of A+B is larger than the smallest eigenvalue of A.,pos_def_matrices
"another: Elimination changes the eigenvalues, which we don’t want.",eigenvec_val
P2 = A(ATA)−1ATA(ATA)−1AT = A(ATA)−1AT = P.,orthogonality
You can see when this example has one solution or no solution:,vector spaces
", what is the W-inner product of (1,0) with (0,1)?",orthogonality
"This example, in which the eigenvalues can be found by inspection, points to one",eigenvec_val
"26. If aij = 1 above the main diagonal and aij = 0 elsewhere, ﬁnd the Jordan form (say",eigenvec_val
"either b is in the column space, or it has a component sticking into the left nullspace.",linear_prog
The other rows of LU agree similarly with the rows of A.,gauss elim
"picks α = ∥x∥ and β = ∥y∥, so that x/α and y/β are unit vectors; the eigenvectors",eigenvec_val
A multiple of the second equation will be subtracted from the remaining equations (in,gauss elim
Fundamental theorem of orthogonality The row space is orthogonal,orthogonality
"3. What multiple of a = (1,1,1) is closest to the point b = (2,4,4)? Find also the point",orthogonality
can display all 3 by 3 permutations (there are 3! = (3)(2)(1) = 6 matrices):,gauss elim
real. They solve (A −λI)x = 0 and can be computed by elimination. But they will not,eigenvec_val
cause U lies above the diagonal. Their product is detL = (1− ω)n. (This explains why,computations
0 1 0 0,vector spaces
"Their eigenvalues are 3, 3 and 1, 1. They are not singular! The problem is the shortage",eigenvec_val
"Those new unknowns y1,...,yℓ are called Lagrange multipliers. They build the",pos_def_matrices
"produces the vector on the right side. Those vectors (2,1) and (−1,1) are represented",gauss elim
4x − 5y +,gauss elim
by projection onto the y-axis?,vector spaces
"for e j is effectively changed to (n − j)2/2. Summing over all j, the total for forward",gauss elim
Formulas for the Determinant,determinants
provided that the “scalars” are real numbers.,eigenvec_val
"The vector c on the right-hand side, which appeared after the forward elimination steps,",vector spaces
The test for b to be in the column space is Kirchhoff’s Voltage Law:,vector spaces
no multiplication is needed. This number 1,orthogonality
"15. In our method for football rankings, should the strength of the opposition be consid-",vector spaces
"orthogonal. In choosing a basis, we tend to choose an orthogonal basis.",orthogonality
the same for CTAC as for QTAQ. And A has exactly the same eigenvalues as the similar,pos_def_matrices
(b) Write its eigenvalues. If Ax = λx then eAtx =,eigenvec_val
"row 1 = (1, 0)",determinants
"and over again.3 When there is a fourth vector, we subtract away its components in the",orthogonality
There are m−r solvability conditions on b or c or d.,vector spaces
1.28 (a) If the rows of A are linearly independent (A is m by n) then the rank is,vector spaces
That reﬂection matrix is also a permutation matrix! It is alge-,vector spaces
"This is good, but the most important question is exactly the opposite: How would we",gauss elim
b in left nullspace,orthogonality
32. Find a matrix A to illustrate each of the unstable regions in Figure 5.2:,eigenvec_val
14. Show that the smallest eigenvalue λ1 of Ax = λMx is not larger than the ratio a11/m11,pos_def_matrices
"After including the n3/3 operations on A itself, the total seems to be 4n3/3.",gauss elim
Suppose A and B are linear transformations from V to W and from U,vector spaces
Obviously the computer was going to bring about a revolution. It was the method,pos_def_matrices
56. Suppose column 4 of a 3 by 5 matrix is all 0s. Then x4 is certainly a,vector spaces
its ﬁrst column comes from the ﬁrst basis vector (projected to itself). The second,vector spaces
λ1 = λ2 and,eigenvec_val
Problems 37–40 are about areas dA and volumes dV in calculus.,determinants
"Equally important, any vectors that achieve yb = cx must be optimal. At that point",linear_prog
"At the last step, we divided the rows by their pivots 2 and −8 and 1. The coefﬁcient",gauss elim
key point is that every elimination step has a meaning for the graph.,vector spaces
"21. If detA ̸= 0, at least one of the n! terms in the big formula (6) is not zero. Deduce",determinants
"solution of RTR�x = RTb. That matrix ARTR is not only symmetric but positive deﬁnite,",pos_def_matrices
(c) the new entry that replaces aij after that subtraction.,gauss elim
r nonzero entries 1/σi. All the blank spaces are zeros. Notice that (Σ+)+ is Σ again.,pos_def_matrices
"all the entries below the diagonal, choosing at each step a rotation θ that will produce a",computations
crosses the ﬁrst line at the solution.,gauss elim
Note. This proof of real eigenvalues looks correct for any real matrix:,eigenvec_val
"any of the circles, and conclude that A is nonsingular.",computations
"make Q diagonal requires complex vectors, since all real vectors are rotated.",vector spaces
"2, subtract row 1 from row 3, then subtract row 2 from row 3.",gauss elim
Decay or growth is governed by the factor eαt.,eigenvec_val
"23. Continuing Problems 21–22, ﬁnd the projection matrix P3 onto a3 = (2,−1,2). Ver-",orthogonality
"tary, factorizable into LU, factorizable into QR?",eigenvec_val
"14. For two linear equations in three unknowns x, y, z, the row picture will show (2 or 3)",gauss elim
= UΣV T = 1,pos_def_matrices
"Put y(t) from part (a) into u(t) = (y,y′). This solves Problem 6 again.",eigenvec_val
method u−k = A−ku0 converge to (after you multiply by .6k)?,computations
"ric, and tridiagonal? What are its pivots?",gauss elim
(e) All arithmetic progressions: x j+1 −x j is the same for all j.,vector spaces
grange multipliers. And they answer the key question: How does the minimum cost,linear_prog
The nullspace is the orthogonal complement of the row space in Rn.,orthogonality
(4) BA has the ﬁrst and last columns of A reversed.,gauss elim
48. Prove that the inverse of a Hermitian matrix is again a Hermitian matrix.,eigenvec_val
3. Find the dimension and a basis for the four fundamental subspaces for,vector spaces
Chapter 2 Vector Spaces,vector spaces
"In MATLAB, A([r k] :) exchanges row k with row r below it (where the kth pivot has",gauss elim
3H The projection of the vector b onto the line in the direction of a is p = �xa:,orthogonality
20. Diagonalize the 2 by 2 skew-Hermitian matrix K =,eigenvec_val
"The (2,1) entry in this product is a11sinθ + a21cosθ, and we choose the angle θ that",computations
"If λ1 is not already approximated, the shifted inverse power method has to generate its",computations
"n2 separate multiplications, coming from the n2 entries in the matrix, the matrix-vector",orthogonality
are the free variables in Ax = b. The remaining m components are the basic variables or,linear_prog
"the Vj, (2) compute A and M, and (3) solve Ay = λMy. I don’t know why that costs a",pos_def_matrices
those are closer to x2,pos_def_matrices
"the zero vector (0,0,0)?",gauss elim
real symmetric matrix A to be positive deﬁnite:,pos_def_matrices
"Strangely, to prove that the eigenvalues are real we begin with the opposite possibility—",eigenvec_val
onto line through a,orthogonality
Echelon Form U and Row Reduced Form R,vector spaces
"12. If V is the subspace spanned by (1,1,0,1) and (0,0,1,0), ﬁnd",orthogonality
5.16 By trying to solve,eigenvec_val
point in the column space that is closest to b. But the word “closest” has a new meaning,orthogonality
. Volumes or the big,determinants
"25. (Important) If A has row 1 + row 2 = row 3, show that A is not invertible:",gauss elim
"a maximum of F(x,y).",pos_def_matrices
54. Is there a 3 by 3 matrix with no zero entries for which U = R = I?,vector spaces
The next section will concentrate on solving linear programs. This is the time to describe,linear_prog
"multiply columns by rows, the matrix A becomes a combination of one-dimensional",eigenvec_val
"provided |λ1| < |λ2|. Often it is λ1 that is wanted in the applications, and then",computations
"The pictures are really striking, as more and more singular values are included. At",pos_def_matrices
a normalization for δb; our problem is to compare the relative change ∥δb∥/∥b∥ with,computations
also simpliﬁes the theory. The basic questions of existence and uniqueness—Is there,vector spaces
"y j at node j (the other V’s are zero there), so its graph is easy to draw (Figure 6.7b).",pos_def_matrices
"w−1 = e−iθ = w. Since U is unitary, its inverse is found by transposing (which changes",eigenvec_val
∗ ∗ 0 0,computations
1+w+w2 +w3 +w4 +w5?,orthogonality
"where x+2y = 4. If we add a contradictory constraint like x+2y ≤ −2, the feasible set",linear_prog
Chapter 8 Linear Programming and Game Theory,linear_prog
onal “columns” are the sines and cosines);,orthogonality
"Rows 1, 2, 4 are a basis for the row space. In each row the entries add to zero. Every",vector spaces
"arrangement, which guarantees that operations on the left-hand side of the equations are",gauss elim
n there is absolutely no question. Elimination wins (and this is even the best way to,gauss elim
"We are minimizing the distance from b to the line through a, and calculus gives the same",orthogonality
0 0 ∗ ∗ ∗,computations
ae+bg a f +bh,determinants
ﬁnd out what multiple (say ℓ) of the pivot equation is to be subtracted. When we do,gauss elim
The determinant of A is a combination of any row i times its cofactors:,determinants
"The diagonalization A = QΛQT leads to xTAx = xTQΛQTx = yTΛy. If A has rank r, there",pos_def_matrices
"The concentration v(t) in S1 is changing in two ways. There is diffusion into S0, and",eigenvec_val
= λ 2 −7λ −8 = (λ −8)(λ +1).,eigenvec_val
x + y = 5,gauss elim
"(a) If the vectors x1,...,xm span a subspace S, then dimS = m.",vector spaces
y = C +Dt +Et2. In the inconsistent system Ax = b that comes from the four mea-,orthogonality
(c) A is not diagonalizable.,eigenvec_val
This is exactly the way we have been solving Ux = 0. The basic example above has,vector spaces
triangular L and an upper triangular U.,gauss elim
through it—and it also shows the simplicity of the logic.,orthogonality
